Nummer;Datum;Ort;Name_voll;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki_x;text;url;coordinates_wiki_y;place_id
2052;05.04.;Arenenberg;Philippe-FranÃ§ois-Joseph Le Bas;130589365;https://de.wikipedia.org/wiki/Philippe-Fran%C3%A7ois-Joseph_Le_Bas;;Bern;Burgerbibliothek;1825;AN;lassberg-correspondent-0324;Le Bas, Philippe FranÃ§ois Joseph;notKnown;1762;Politiker;1;-;47.67277778,9.05916667;;;47.67277778,9.05916667;lassberg-place-0009
2068;01.07.;Arenenberg;Philippe-FranÃ§ois-Joseph Le Bas;130589365;https://de.wikipedia.org/wiki/Philippe-Fran%C3%A7ois-Joseph_Le_Bas;;Bern;Burgerbibliothek;1825;AN;lassberg-correspondent-0324;Le Bas, Philippe FranÃ§ois Joseph;notKnown;1762;Politiker;1;-;47.67277778,9.05916667;;;47.67277778,9.05916667;lassberg-place-0009
2137;03.11.;Arenenberg;Philippe-FranÃ§ois-Joseph Le Bas;130589365;https://de.wikipedia.org/wiki/Philippe-Fran%C3%A7ois-Joseph_Le_Bas;;Bern;Burgerbibliothek;1826;AN;lassberg-correspondent-0324;Le Bas, Philippe FranÃ§ois Joseph;notKnown;1762;Politiker;1;-;47.67277778,9.05916667;;;47.67277778,9.05916667;lassberg-place-0009
2887;06.10.;Aschaffenburg;Friedrich Hoffstadt;116943343;https://de.wikipedia.org/wiki/Friedrich_Hoffstadt;;Karlsruhe;Badische Landesbibliothek;1845;AN;lassberg-correspondent-0121;Hoffstadt, Friedrich;male;1802;Jurist,KÃ¼nstler,Violoncellist;2;-;-;;;49.96666667,9.15;lassberg-place-0010
1610;10.05.;Ã–ttingen;Johanna Josepha von Oettingen-Spielberg;117108618;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1806;AN;lassberg-correspondent-0218;Oettingen-Spielberg, Johanna Josepha von;female;1756;-;-;-;-;;;-;lassberg-place-0011
2905;24.03.;Augsburg;Andreas Eigner;116418842;https://de.wikipedia.org/wiki/Andreas_Eigner;;Karlsruhe;Badische Landesbibliothek;1846;AN;lassberg-correspondent-0014;Eigner, Andreas;male;1801;Lehrer;1;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2874;17.06.;Augsburg;Butsch;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1845;AN;lassberg-correspondent-0050;-;-;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2752;23.06.;Augsburg;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2769;06.09.;Augsburg;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2783;21.12.;Augsburg;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1842;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2788;19.01.;Augsburg;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1843;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2812;14.09.;Augsburg;Johann HeinrichMaurer;116856092;https://hls-dhs-dss.ch/de/articles/042993/2008-08-22/;;Bern;Burgerbibliothek;1843;AN;lassberg-correspondent-0202;Maurer von Constant, Johann Heinrich;male;1801;Historiker,Bibliothekar,Pfarrer,Lehrer;4;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
1674;20.12.;Augsburg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1816;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
1684;04.05.;Augsburg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1817;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
1687;22.06.;Augsburg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1817;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
1792;12.08.;Augsburg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1818;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
1813;02.05.;Augsburg;Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;;Dortmund;Stadt- und Landesbibliothek;1819;AN;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
3092;18.09.;Augsburg;Theodor Herberger;116728205;https://www.deutsche-biographie.de/sfz29876.html;;Karlsruhe;Badische Landesbibliothek;1850;AN;lassberg-correspondent-0347;Herberger, Theodor;male;1811;Archivar,Historiker;7;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
3094;02.11.;Augsburg;Theodor Herberger;116728205;https://www.deutsche-biographie.de/sfz29876.html;;Karlsruhe;Badische Landesbibliothek;1850;AN;lassberg-correspondent-0347;Herberger, Theodor;male;1811;Archivar,Historiker;7;-;48.36888889,10.89777778;;;48.36888889,10.89777778;lassberg-place-0012
2968;24.01.;BÃ¶kendorf;August von Haxthausen;118547305;https://de.wikipedia.org/wiki/August_Franz_von_Haxthausen;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1848;AN;lassberg-correspondent-0029;Haxthausen, August von;male;1792;Volkswirt,Schriftsteller,Jurist,Landwirt,Agrarwissenschaftler,Sammler;9;-;-;;;-;lassberg-place-0013
1718;10.01.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1818;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
1803;02.02.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1819;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
1809;04.03.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1819;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
1965;31.12.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1822;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
2038;16.01.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1825;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
2122;16.04.;BÃ¼ckeburg;Caroline Luise von Schaumburg-Lippe;117112887;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1826;AN;lassberg-correspondent-0061;Schaumburg-Lippe, Caroline Luise von;female;1786;-;-;-;52.26083333,9.04916667;;;-;lassberg-place-0014
175;29.03.;Bachzimmern;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;309;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1813;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0015
3053;04.10.;Baden (Aargau);Friedrich Hoffstadt;116943343;https://de.wikipedia.org/wiki/Friedrich_Hoffstadt;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1849;AN;lassberg-correspondent-0121;Hoffstadt, Friedrich;male;1802;Jurist,KÃ¼nstler,Violoncellist;2;-;-;;;-;lassberg-place-0016
910;15.08.;Baden (Aargau);Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;141;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1836;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;-;;;-;lassberg-place-0016
285;24.07.;Baden (Aargau);Ildefons von Arx;116353740;https://de.wikipedia.org/wiki/Ildefons_von_Arx;354;St.Gallen;Stiftsbibliothek;1818;VON;lassberg-correspondent-0169;Arx, Ildefons von;male;1755;MÃ¶nch,Bibliothekar,Archivar,Geistlicher,Historiker,Domkapitular;-;-;-;;;-;lassberg-place-0016
2316;02.07.;Baden (Aargau);Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1830;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;-;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 119;https://books.google.de/books?id=XWY5AAAAMAAJ;-;lassberg-place-0016
2441;02.09.;Baden (Aargau);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1832;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;;;-;lassberg-place-0016
912;25.08.;Baden (Aargau);Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;149;Aarau;Staatsarchiv;1836;VON;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;-;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃŸberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 146/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;-;lassberg-place-0016
913;28.08.;Baden (Aargau);Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;153;Aarau;Staatsarchiv;1836;VON;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;-;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃŸberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 146/R;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;-;lassberg-place-0016
289;12.08.;Baden (Aargau);Johann JakobHorner;116994150;https://hls-dhs-dss.ch/de/articles/045956/2006-11-30/;373;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0203;Horner, Johann Jakob;male;1772;Kunsthistoriker,Literarhistoriker,Theologe,Philosoph,Bibliothekar;1;-;-;;;-;lassberg-place-0016
394;02.10.;Baden (Aargau);Johann JakobHorner;116994150;https://hls-dhs-dss.ch/de/articles/045956/2006-11-30/;451;ZÃ¼rich;Zentralbibliothek;1821;VON;lassberg-correspondent-0203;Horner, Johann Jakob;male;1772;Kunsthistoriker,Literarhistoriker,Theologe,Philosoph,Bibliothekar;1;-;-;;;-;lassberg-place-0016
1751;01.03.;Baden (Aargau);Johann LudwigBaldinger;1051040140;https://hls-dhs-dss.ch/de/articles/005476/2002-01-17/;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0207;Baldinger, Johann Ludwig;male;1769;Politiker;-;-;-;;;-;lassberg-place-0016
284;20.07.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;300;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
286;01.08.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;360;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
287;06.08.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;367;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
288;12.08.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;372;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
290;30.08.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;391;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
291;02.09.;Baden (Aargau);Johann Martin Usteri;11880362X;https://de.wikipedia.org/wiki/Johann_Martin_Usteri;392;ZÃ¼rich;Zentralbibliothek;1818;VON;lassberg-correspondent-0210;Usteri, Johann Martin;male;1763;Schriftsteller,Zeichner,KÃ¼nstler,Maler;4;-;-;;;-;lassberg-place-0016
393;22.09.;Baden (Aargau);Joseph GÃ¶rres;11854019X;https://de.wikipedia.org/wiki/Joseph_G%C3%B6rres;?;;;1821;VON;lassberg-correspondent-0231;GÃ¶rres, Joseph von;male;1776;Historiker,Publizist;10;Prof.;-;Franz Binder (Hg.), Joseph von GÃ¶rres. Gesammelte Briefe. Bd. 2, MÃ¼nchen 1874, S. 636;https://books.google.de/books?id=CJxhAAAAcAAJ;-;lassberg-place-0016
392;21.09.;Baden (Aargau);Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;439;Marbach am Neckar;Schiller Nationalmuseum;1821;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;-;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 27;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;-;lassberg-place-0016
911;21.08.;Baden (Aargau);Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;146;Marbach am Neckar;Schiller Nationalmuseum;1836;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;-;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 229-33;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;-;lassberg-place-0016
1788;27.06.;Baden (Aargau);Mayer Al.;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0305;-;-;-;-;-;-;-;;;-;lassberg-place-0016
250;15.09.;Baden (Aargau);Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1817;VON;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0016
251;06.10.;Baden (Aargau);Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1817;VON;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0016
249;05.09.;Baden (Aargau);Unbekannt;-;-;;ZÃ¼rich;Zentralbibliothek;1817;VON;lassberg-correspondent-0354;-;-;-;-;-;-;-;;;-;lassberg-place-0016
2835;08.07.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1844;AN;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
2851;12.12.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1844;AN;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
2886;24.09.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1845;AN;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
3137;29.11.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1852;AN;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
3142;18.02.;Baden-Baden;August von Bayer;116096926;https://de.wikipedia.org/wiki/August_von_Bayer;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1853;AN;lassberg-correspondent-0028;Bayer, August von;male;1803;Konservator,Maler,Architekt;14;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
2923;12.09.;Baden-Baden;L. Graf von Sobolewski;-;-;;Karlsruhe;Badische Landesbibliothek;1846;AN;lassberg-correspondent-0273;-;-;-;-;-;-;48.76277778,8.24083333;;;48.76277778,8.24083333;lassberg-place-0017
1666;15.10.;Barchfeld;Ernst Constantin Landgraf zu Hessen-Philippstal-Barchfeld;111076619X;https://de.wikipedia.org/wiki/Ernst_Konstantin_(Hessen-Philippsthal);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1815;AN;lassberg-correspondent-0081;Ernst Constantin, Hessen-Philippsthal, Landgraf;male;1771;General,Offizier;-;-;50.80055556,10.30388889;;;50.80055556,10.30388889;lassberg-place-0018
1951;09.07.;Basel;Adolf Ludwig Follen;116646772;https://de.wikipedia.org/wiki/Adolf_Ludwig_Follen;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0004;Follen, August Adolf Ludwig;male;1794;Schriftsteller,Philosoph,Philologe;4;-;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2793;19.03.;Basel;Anna Catharina (Line) Burckhardt;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1843;AN;lassberg-correspondent-0016;-;-;-;-;-;-;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2776;01.11.;Basel;Burckhardt, Emanuel;1089905092;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1842;AN;lassberg-correspondent-0048;Burckhardt, Emanuel;male;1776;Unternehmer,Ratsherr;-;-;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2064;20.06.;Basel;Daniel Huber;117030260;https://de.wikipedia.org/wiki/Daniel_Huber_%28Mathematiker%29;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1825;AN;lassberg-correspondent-0071;Huber, Daniel;male;1768;Mathematiker,Bibliothekar,Astronom;-;Prof. Dr.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
242;11.07.;Basel;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1817;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
1750;28.02.;Basel;Marquard Wocher;131893505;https://de.wikipedia.org/wiki/Marquard_Wocher;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1818;AN;lassberg-correspondent-0300;Wocher, Marquard;notKnown;1760;Radierer,Verleger,Kupferstecher,Miniaturist,Maler,KÃ¼nstler;-;-;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2700;02.12.;Basel;Wilhelm Martin Leberecht de Wette;118631977;https://de.wikipedia.org/wiki/Wilhelm_Martin_Leberecht_de_Wette;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1840;AN;lassberg-correspondent-0365;Wette, Wilhelm Martin Leberecht de;male;1780;Evangelischer Theologe,Philologe,Exeget;10;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2468;27.06.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1833;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2472;08.08.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1833;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2474;30.08.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1833;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2490;16.03.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1834;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2492;02.04.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1834;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2497;12.05.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1834;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2502;13.06.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1834;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
2504;23.06.;Basel;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1834;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.55472222,7.59055556;;;47.55472222,7.59055556;lassberg-place-0019
