Nummer|Datum|Ort|Name_voll|GND|Wiki|Journalnummer|Aufbewahrungsort|Aufbewahrungsinstitution|Jahr|VON/AN|person_id|name_gnd|gender_gnd|birth_gnd|occupations_gnd|publications_gnd|degrees_gnd|coordinates_wiki|text|url|place_id|date|letter_text|status_letter_text
81|12.10.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1807|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1807-10-12||
82|13.10.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1807|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1807-10-13||
83|17.10.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1807|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1807-10-17||
84|12.03.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1808|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|Helmut Maurer, Joseph von Laßbergs politische Haltung im Lichte neuer Quellen. In: Hegau 6 (1958), S. 119-36, S. 124|https://www.hegau-geschichtsverein.de/wp-content/uploads/hegau_06_1958_maurer_briefe_lassberg_reischach.pdf|lassberg-place-0037|1808-03-12||
85|23.04.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1808|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-04-23||
86|01.05.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-05-01||
87|05.05.|Ofterach|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0112|1808-05-05||
88|13.05.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-05-13||
89|25.05.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-05-25||
90|25.05.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-05-25||
91|26.05.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-05-26||
92|07.06.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-06-07||
93|08.06.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-06-08||
94|15.06.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-06-15||
95|18.06.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-06-18||
96|20.06.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-06-20||
97|22.06.|Scheer|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0133|1808-06-22||
98|25.06.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-06-25||
99|25.06.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-06-25||
100|26.06.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-06-26||
101|04.07.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-07-04||
102|06.07.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-07-06||
103|09.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-09||
104|13.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-13||
105|16.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-16||
106|20.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-20||
107|21.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-21||
108|23.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-23||
109|26.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-26||
110|30.07.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-07-30||
111|31.07.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-07-31||
112|03.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-03||
113|04.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|1/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-04||
114|10.08.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|2/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-08-10||
115|13.08.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|3/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-08-13||
116|20.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|5/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-20||
117|24.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|6/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-24||
118|25.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|77|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-25||
119|27.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|8/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-27||
120|27.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-27||
121|29.08.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|9/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-08-29||
122|03.09.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|10/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-09-03||
123|07.09.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|11/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-09-07||
124|10.09.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|12/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-09-10||
125|14.09.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|13/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-09-14||
126|17.09.|Donaueschingen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|14/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1808-09-17||
127|17.09.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|15/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-09-17||
128|18.09.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|16/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-09-18||
129|20.09.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|17. Jul|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-09-20||
130|24.09.|Unbekannt|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg|18/|Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0152|1808-09-24||
131|28.09.|Hendorf|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0068|1808-09-28||
132|12.10.|Hendorf|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0068|1808-10-12||
133|14.10.|Süssen|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1808|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|-|||lassberg-place-0131|1808-10-14||
134|-|Unbekannt|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|-|Helmut Maurer, Joseph von Laßbergs politische Haltung im Lichte neuer Quellen. In: Hegau 6 (1958), S. 119-36, S. 125|https://www.hegau-geschichtsverein.de/wp-content/uploads/hegau_06_1958_maurer_briefe_lassberg_reischach.pdf|lassberg-place-0152|||
135|-|Unbekannt|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|-|Helmut Maurer, Joseph von Laßbergs politische Haltung im Lichte neuer Quellen. In: Hegau 6 (1958), S. 119-36, S. 126/t|https://www.hegau-geschichtsverein.de/wp-content/uploads/hegau_06_1958_maurer_briefe_lassberg_reischach.pdf|lassberg-place-0152|||
136|06.03.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|||lassberg-place-0037|1809-03-06||
137|07.03.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|||lassberg-place-0037|1809-03-07||
138|18.03.|Donaueschingen|Unbekannt|-|-||Karlsruhe|Badische Landesbibliothek|1809|VON|lassberg-correspondent-0354|-|-|-|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1809-03-18||
139|03.07.|Donaueschingen|Unbekannt|-|-||Karlsruhe|Badische Landesbibliothek|1809|VON|lassberg-correspondent-0354|-|-|-|-|-|-|47.95305556,8.50333333|||lassberg-place-0037|1809-07-03||
140|19.10.|Heiligenberg|Maria Antonie Josepha Sophia Freiin von Reischach|-|-|18|Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0294|-|-|-|-|-|-|47.82083333,9.3125|||lassberg-place-0066|1809-10-19||
141|19.12.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1809|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|||lassberg-place-0037|1809-12-19||
142|19.02.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1810|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|Helmut Maurer, Joseph von Laßbergs politische Haltung im Lichte neuer Quellen. In: Hegau 6 (1958), S. 119-36, S. 126|https://www.hegau-geschichtsverein.de/wp-content/uploads/hegau_06_1958_maurer_briefe_lassberg_reischach.pdf|lassberg-place-0037|1810-02-19||
143|08.03.|Donaueschingen|Joseph Thaddäus von Reischach|1018398708|-||Schlatt unter Krähen|Freiherrlich Reischachsches Archiv|1810|VON|lassberg-correspondent-0237|Reischach, Joseph Thaddäus von|male|1768|Söldner,Kämmerer|-|-|47.95305556,8.50333333|||lassberg-place-0037|1810-03-08||
144|18.04.|Unbekannt|Johann Baptist Müller|-|-||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0188|-|-|-|-|-|-|-|||lassberg-place-0152|1811-04-18||
145|23.06.|Karlsruhe|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|49.0092097,8.4039514|||lassberg-place-0074|1811-06-23||
146|23.06.|Karlsruhe|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|49.0092097,8.4039514|||lassberg-place-0074|1811-06-23||
147|26.06.|Karlsruhe|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|49.0092097,8.4039514|||lassberg-place-0074|1811-06-26||
148|27.06.|Karlsruhe|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|49.0092097,8.4039514|||lassberg-place-0074|1811-06-27||
149|29.06.|Karlsruhe|Elisabeth zu Fürstenberg|136284124|https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg||Donaueschingen|Fürstlich Fürstenbergisches Archiv|1811|VON|lassberg-correspondent-0076|Fürstenberg, Elisabeth zu|female|1767|-|-|-|49.0092097,8.4039514|||lassberg-place-0074|1811-06-29||
150|06.08.|Heiligenberg|Philipp Lüthard|-|-|53|Luzern|Staatsarchiv|1811|VON|lassberg-correspondent-0323|-|-|-|-|-|-|47.82083333,9.3125|||lassberg-place-0066|1811-08-06||
