Nummer,Datum,Ort,Name_voll,GND,Wiki,Journalnummer,Aufbewahrungsort,Aufbewahrungsinstitution,Jahr,VON/AN,person_id,name_gnd,gender_gnd,birth_gnd,occupations_gnd,publications_gnd,degrees_gnd,coordinates_wiki,text,url,place_id
1338,25.10.,Unbekannt,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,139,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,"Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 21",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0152
1339,26.10.,Unbekannt,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,"Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 23",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0152
1340,07.11.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,144,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 25",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1341,09.11.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,166,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667",,,lassberg-place-0101
1342,15.11.,Meersburg,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,148,St.Gallen,BischÃƒÂ¶fliches Archiv,1847,VON,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.7,9.26666667","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 132",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0101
1343,23.11.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,152,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 37",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1344,29.11.,Meersburg,Jacobea von Liebenau,-,-,156,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0171,-,-,-,-,-,-,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 37f",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1345,30.11.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,157,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 39",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1346,05.12.,Meersburg,Jacobea von Liebenau,-,-,161,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0171,-,-,-,-,-,-,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 4",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1347,09.12.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,167,Erpernburg,Archiv der Freiherren von und zu Brenken,1847,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 74",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1348,11.12.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),168,ZÃƒÂ¼rich,Landesmuseum,1847,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 284",-,lassberg-place-0101
1349,20.12.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,173,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 41{",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1350,27.12.,Meersburg,Jacobea von Liebenau,-,-,183,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1847,VON,lassberg-correspondent-0171,-,-,-,-,-,-,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 43",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1351,06.01.,Unbekannt,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,1,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,-,"Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 45",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0152
1352,07.01.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,3,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 47-52",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1353,31.01.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,16,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 52",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1354,14.02.,Meersburg,"Wilhelm Ludwig August, Prinz von Baden",101798393,https://de.wikipedia.org/wiki/Wilhelm_von_Baden_(1792%E2%80%931859),,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0363,"Wilhelm, Baden, Markgraf",male,1792,"Landwirt,Politiker,Kommandeur",-,-,"47.7,9.26666667",,,lassberg-place-0101
1355,16.02.,Meersburg,Friedrich vonWyss,117349518,https://hls-dhs-dss.ch/de/articles/015796/2013-11-28/,,ZÃƒÂ¼rich,Zentralbibliothek,1848,VON,lassberg-correspondent-0126,"Wyss, Friedrich von",male,1818,Jurist,6,Prof.,"47.7,9.26666667",,,lassberg-place-0101
1356,21.02.,Meersburg,Karl Freiherr von Gaugreben,-,-,36,Bruchhausen,Archiv der Freiherren von FÃƒÂ¼rstenberg,1848,VON,lassberg-correspondent-0254,-,-,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
1357,24.02.,Meersburg,"Wilhelm Ludwig August, Prinz von Baden",101798393,https://de.wikipedia.org/wiki/Wilhelm_von_Baden_(1792%E2%80%931859),,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0363,"Wilhelm, Baden, Markgraf",male,1792,"Landwirt,Politiker,Kommandeur",-,-,"47.7,9.26666667",,,lassberg-place-0101
1358,24.02.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,40,Erpernburg,Archiv der Freiherren von und zu Brenken,1848,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 76",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1359,28.02.,Meersburg,Joseph Wintermantel,11741087X,-,45,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0241,"Wintermantel, Joseph",male,1805,Archivar,-,-,"47.7,9.26666667",,,lassberg-place-0101
1360,29.02.,Meersburg,Karl Freiherr von Gaugreben,-,-,,Bruchhausen,Archiv der Freiherren von FÃƒÂ¼rstenberg,1848,VON,lassberg-correspondent-0254,-,-,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
1361,09.03.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,54,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667",,,lassberg-place-0101
1362,01.04.,Meersburg,Therese Luise von Droste-HÃƒÂ¼lshoff,117751677,-,66,Havixbeck,Archiv HÃƒÂ¼lshoff,1848,VON,lassberg-correspondent-0349,"Droste-HÃƒÂ¼lshoff, Therese Luise von",female,1772,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
1363,30.04.,Meersburg,"Wilhelm Ludwig August, Prinz von Baden",101798393,https://de.wikipedia.org/wiki/Wilhelm_von_Baden_(1792%E2%80%931859),,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0363,"Wilhelm, Baden, Markgraf",male,1792,"Landwirt,Politiker,Kommandeur",-,-,"47.7,9.26666667",,,lassberg-place-0101
1364,16.05.,Meersburg,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),94,ZÃƒÂ¼rich,Landesmuseum,1848,VON,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,"47.7,9.26666667","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 286-89",-,lassberg-place-0101
1365,16.05.,Meersburg,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,95,Luzern,Staatsarchiv,1848,VON,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.7,9.26666667",,,lassberg-place-0101
1366,25.05.,Meersburg,Friedrich Freiherr von Bernhard,101049692,-,?,,,1848,VON,lassberg-correspondent-0114,"Bernhard, Friedrich von",male,1801,"Hochschullehrer,Jurist",7,-,"47.7,9.26666667","Ewald Reinhard, Briefe des Freiherrn Josef von LaÃƒÅ¸berg. Zugleich ein Beitrag zur Annetteforschung. In: WZ 96 (1940), S. 175-86, S. 177",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0101
1367,30.05.,Meersburg,Franz Simon von Pfaffenhofen,1019684615,https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen,113,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0108,"Pfaffenhofen, Franz Simon von",male,1797,"Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker",-,-,"47.7,9.26666667",,,lassberg-place-0101
1368,09.06.,Meersburg,Maximilian von Lassberg,116004169,https://de.wikipedia.org/wiki/Maximilian_von_La%C3%9Fberg,?,,,1848,VON,lassberg-correspondent-0303,"Lassberg, Maximilian von",male,1813,Postbeamter,-,-,"47.7,9.26666667","Ewald Reinhard, Briefe des Freiherrn Josef von LaÃƒÅ¸berg. Zugleich ein Beitrag zur Annetteforschung. In: WZ 96 (1940), S. 175-86, S. 178",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0101
1369,11.06.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,126,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 54f",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1370,13.06.,Meersburg,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,128,Luzern,Staatsarchiv,1848,VON,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.7,9.26666667",,,lassberg-place-0101
1371,13.06.,Meersburg,Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,130,Trogen,Kantonsbibliothek Appenzell A.Rh.,1848,VON,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,"47.7,9.26666667","Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 195",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0101
1372,16.06.,Meersburg,Friedrich Carl von und zu Brenken,116484985,https://de.wikipedia.org/wiki/Friedrich_Carl_von_und_zu_Brenken,131,Erpernburg,Archiv der Freiherren von und zu Brenken,1848,VON,lassberg-correspondent-0113,"Brenken, Friedrich Karl Dominik von und zu",male,1790,Politiker,-,-,"47.7,9.26666667","Alfred Cohausz, Der Schwager der Annette von Droste. 20 unbekannte Briefe des Reichsfreiherrn Joseph von Laszberg aus den Jahren 1814 (richtig: 1817)-1849. In: WZ 95 (1939), S. 45-87, S. 78",https://www.lwl.org/westfaelische-geschichte/txt/wz-9716.pdf,lassberg-place-0101
1373,27.06.,Meersburg,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,136,Luzern,Staatsarchiv,1848,VON,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.7,9.26666667",,,lassberg-place-0101
1374,29.06.,Meersburg,Melchior von Diepenbrock,118678302,https://de.wikipedia.org/wiki/Melchior_Diepenbrock,?,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1848,VON,lassberg-correspondent-0309,"Diepenbrock, Melchior von",male,1798,"Katholischer Theologe,Priester,FÃƒÂ¼rstbischof,ÃƒÅ“bersetzer,Kardinal,Schriftsteller",10,-,"47.7,9.26666667","Melchior Kardinal von Diepenbrock, FÃƒÂ¼rstbischof von Breslau. Gedenkschrift anlÃƒÂ¤ÃƒÅ¸lich der 100. Wiederkehr seines Todestages. Hg. von Elisabeth BrÃƒÂ¶ker. Bocholt 1953, S. 67/t",-,lassberg-place-0101
1375,04.07.,Meersburg,Jacob Grimm,118542257,https://de.wikipedia.org/wiki/Jacob_Grimm,?,,,1848,VON,lassberg-correspondent-0170,"Grimm, Jacob",male,1785,"Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer",6,Prof.,"47.7,9.26666667","Albert Leitzmann, Briefe des Freiherrn Joseph von LaÃƒÅ¸berg an Jakob Grimm. In: Sitzungsberichte der PreuÃƒÅ¸ischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1099",-,lassberg-place-0101
1376,21.07.,Unbekannt,Faustin Ens,116506083,https://de.wikipedia.org/wiki/Faustin_Ens,,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0083,"Ens, Faustin",male,1782,"Lehrer,Historiker,Topograf",-,-,-,,,lassberg-place-0152
1377,21.07.,Meersburg,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),148,Krakau,Jagiellonische Bibliothek,1848,VON,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.7,9.26666667",,,lassberg-place-0101
1378,25.07.,Meersburg,Hermann von Vicari,118945467,https://de.wikipedia.org/wiki/Hermann_von_Vicari,150,Karlsruhe,Badische Landesbibliothek,1848,VON,lassberg-correspondent-0161,"Vicari, Hermann von",male,1773,"Erzbischof,Katholischer Theologe",-,-,"47.7,9.26666667",,,lassberg-place-0101
1379,03.08.,Meersburg,Gustav Schwab,118762745,https://de.wikipedia.org/wiki/Gustav_Schwab,153,Marbach am Neckar,Schiller Nationalmuseum,1848,VON,lassberg-correspondent-0145,"Schwab, Gustav",male,1792,"Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker",8,Prof. Dr. theol. h.c.,"47.7,9.26666667",,,lassberg-place-0101
1380,12.08.,Meersburg,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),156,Krakau,Jagiellonische Bibliothek,1848,VON,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.7,9.26666667",,,lassberg-place-0101
1381,13.08.,Meersburg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,157,Freiburg i.Br.,Staatsarchiv,1848,VON,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,"47.7,9.26666667","Julius Domeich, Briefe der Freiherren Joseph von LaÃƒÅ¸berg und Heinr. Bemh. von Andlaw aus den Jahren 1848-1851. In: FDA NP 27 (1926), S. 254-93, S. 261",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0101
1382,18.08.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,161,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 56",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1383,04.09.,Meersburg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,168,Freiburg i.Br.,Staatsarchiv,1848,VON,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,"47.7,9.26666667","Julius Domeich, Briefe der Freiherren Joseph von LaÃƒÅ¸berg und Heinr. Bemh. von Andlaw aus den Jahren 1848-1851. In: FDA NP 27 (1926), S. 254-93, S. 264",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0101
1384,16.09.,Meersburg,Bernhard von Meyer,117555800,https://de.wikipedia.org/wiki/Bernhard_Meyer_%28Politiker%2C_1810%29,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0042,"Meyer, Bernhard von",male,1810,Politiker,-,-,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 58",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1385,18.09.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,170,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 59",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1386,25.09.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,VON,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667","Karl Siegfried Bader, Der Sonderbundskrieg im Urteil eines Schwaben. Briefe des Joseph von LaÃƒÅ¸berg an Hermann von Liebenau 1847-1849. In: Geschichtsfreund 104 (1951), S. 5-70, S. 6",https://www.e-periodica.ch/digbib/view?pid=gfr-001%253A1951%253A104,lassberg-place-0101
1387,07.10.,Meersburg,Franz Josef Mone,118861476,https://de.wikipedia.org/wiki/Franz_Josef_Mone,178,Heidelberg,UniversitÃƒÂ¤tsbibliothek,1848,VON,lassberg-correspondent-0100,"Mone, Franz Joseph",male,1796,"Archivar,Germanist,Historiker",9,Prof. Dr. phil.,"47.7,9.26666667","Max Freiherr von Waldberg, Briefe von Jacob und Wilhelm Grimm, Karl Lachmann, Creuzer und Joseph von Lassberg an F.J. Mone. In: Neue Heidelberger JahrbÃƒÂ¼cher 7 (1897), S. 68-94 und 225-60. Betr. Lassberg 237-60, S. 256",https://digi.ub.uni-heidelberg.de/diglit/hdjb1897,lassberg-place-0101
